도,시군,품목,작기,농가명,조사일자,개체번호,액아구분,초장,엽수,엽장,엽폭,엽병장,관부직경,화방번호,화방별착과수
경남,산청,딸기,1,052,2021-03-17,2,본주,23.8,5,8.1,7.5,13.5,19.32,4,3
경남,산청,딸기,1,052,2021-03-17,3,본주,23.4,6,9.0,7.4,13.8,15.16,0,
경남,산청,딸기,1,052,2021-03-17,3,본주,23.4,6,9.0,7.4,13.8,15.16,3,0
경남,산청,딸기,1,052,2021-03-17,4,본주,25.2,5,8.8,6.9,15.7,14.76,0,
경남,산청,딸기,1,052,2021-03-17,4,본주,25.2,5,8.8,6.9,15.7,14.76,4,3
경남,산청,딸기,1,052,2021-03-24,1,본주,33.4,13,7.7,6.7,12.3,19.84,0,
경남,산청,딸기,1,052,2021-03-24,1,본주,33.4,13,7.7,6.7,12.3,19.84,5,3
경남,산청,딸기,1,052,2021-03-24,1,본주,33.4,13,7.7,6.7,12.3,19.84,6,2
경남,산청,딸기,1,052,2021-03-24,2,본주,24.0,6,8.2,7.4,13.3,19.41,0,
경남,산청,딸기,1,052,2021-03-24,2,본주,24.0,6,8.2,7.4,13.3,19.41,4,3
경남,산청,딸기,1,052,2021-03-24,3,본주,25.3,6,9.2,7.5,14.3,15.64,0,
경남,산청,딸기,1,052,2021-03-24,3,본주,25.3,6,9.2,7.5,14.3,15.64,4,
경남,산청,딸기,1,052,2021-03-24,4,본주,26.6,6,7.2,6.0,12.2,14.80,0,
경남,산청,딸기,1,052,2021-03-24,4,본주,26.6,6,7.2,6.0,12.2,14.80,4,3
경남,산청,딸기,1,052,2021-03-31,1,본주,33.6,13,10.2,7.7,15.3,19.96,0,
경남,산청,딸기,1,052,2021-03-31,1,본주,33.6,13,10.2,7.7,15.3,19.96,5,2
경남,산청,딸기,1,052,2021-03-31,1,본주,33.6,13,10.2,7.7,15.3,19.96,6,2
경남,산청,딸기,1,052,2021-03-31,1,본주,33.6,13,10.2,7.7,15.3,19.96,7,
경남,산청,딸기,1,052,2021-03-31,2,본주,25.2,9,9.8,6.6,8.6,19.71,0,
경남,산청,딸기,1,052,2021-03-31,2,본주,25.2,9,9.8,6.6,8.6,19.71,4,3
경남,산청,딸기,1,052,2021-03-31,3,본주,26.3,6,9.2,7.6,14.5,15.99,0,
경남,산청,딸기,1,052,2021-03-31,3,본주,26.3,6,9.2,7.6,14.5,15.99,4,0
경남,산청,딸기,1,052,2021-03-31,4,본주,26.8,6,7.5,6.0,12.2,14.85,0,
경남,산청,딸기,1,052,2021-03-31,4,본주,26.8,6,7.5,6.0,12.2,14.85,4,2
경남,산청,딸기,1,052,2021-03-31,4,본주,26.8,6,7.5,6.0,12.2,14.85,5,
경남,산청,딸기,1,052,2021-04-07,1,본주,33.7,14,10.0,7.5,14.5,20.06,0,
경남,산청,딸기,1,052,2021-04-07,1,본주,33.7,14,10.0,7.5,14.5,20.06,5,2
경남,산청,딸기,1,052,2021-04-07,1,본주,33.7,14,10.0,7.5,14.5,20.06,6,1
경남,산청,딸기,1,052,2021-04-07,1,본주,33.7,14,10.0,7.5,14.5,20.06,7,2
경남,산청,딸기,1,052,2021-04-07,2,본주,25.5,11,8.9,7.2,10.0,20.36,0,
경남,산청,딸기,1,052,2021-04-07,2,본주,25.5,11,8.9,7.2,10.0,20.36,4,2
경남,산청,딸기,1,052,2021-04-07,3,본주,27.5,7,8.0,6.7,11.8,16.07,0,
경남,산청,딸기,1,052,2021-04-07,3,본주,27.5,7,8.0,6.7,11.8,16.07,4,6
경남,산청,딸기,1,052,2021-04-07,4,본주,29.3,7,7.4,6.0,10.6,15.05,0,
경남,산청,딸기,1,052,2021-04-07,4,본주,29.3,7,7.4,6.0,10.6,15.05,4,1
경남,산청,딸기,1,052,2021-04-07,4,본주,29.3,7,7.4,6.0,10.6,15.05,5,1
경남,산청,딸기,1,052,2021-04-12,1,본주,33.9,17,9.0,7.5,14.5,20.94,0,
경남,산청,딸기,1,052,2021-04-12,1,본주,33.9,17,9.0,7.5,14.5,20.94,5,0
경남,산청,딸기,1,052,2021-04-12,1,본주,33.9,17,9.0,7.5,14.5,20.94,6,0
경남,산청,딸기,1,052,2021-04-12,1,본주,33.9,17,9.0,7.5,14.5,20.94,7,3
경남,산청,딸기,1,052,2021-04-12,2,본주,27.5,11,9.2,7.5,10.2,20.56,0,
경남,산청,딸기,1,052,2021-04-12,2,본주,27.5,11,9.2,7.5,10.2,20.56,4,0
경남,산청,딸기,1,052,2021-04-12,2,본주,27.5,11,9.2,7.5,10.2,20.56,5,
경남,산청,딸기,1,052,2021-04-12,3,본주,28.5,9,8.4,7.0,12.0,16.26,0,
경남,산청,딸기,1,052,2021-04-12,3,본주,28.5,9,8.4,7.0,12.0,16.26,4,3
경남,산청,딸기,1,052,2021-04-12,4,본주,28.0,6,7.8,6.0,15.3,15.27,0,
경남,산청,딸기,1,052,2021-04-12,4,본주,28.0,6,7.8,6.0,15.3,15.27,4,0
경남,산청,딸기,1,052,2021-04-12,4,본주,28.0,6,7.8,6.0,15.3,15.27,5,2
경남,산청,딸기,1,052,2021-04-21,1,본주,32.5,19,9.5,8.4,17.4,20.52,0,
경남,산청,딸기,1,052,2021-04-21,1,본주,32.5,19,9.5,8.4,17.4,20.52,7,3
경남,산청,딸기,1,052,2021-04-21,2,본주,24.9,13,9.1,7.2,12.4,21.20,0,
경남,산청,딸기,1,052,2021-04-21,2,본주,24.9,13,9.1,7.2,12.4,21.20,5,0
경남,산청,딸기,1,052,2021-04-21,2,본주,24.9,13,9.1,7.2,12.4,21.20,6,
경남,산청,딸기,1,052,2021-04-21,2,본주,24.9,13,9.1,7.2,12.4,21.20,7,
경남,산청,딸기,1,052,2021-04-21,3,본주,22.7,8,9.7,7.4,11.1,16.94,0,
경남,산청,딸기,1,052,2021-04-21,3,본주,22.7,8,9.7,7.4,11.1,16.94,4,3
경남,산청,딸기,1,052,2021-04-21,3,본주,22.7,8,9.7,7.4,11.1,16.94,5,
경남,산청,딸기,1,052,2021-04-21,4,본주,25.2,7,8.6,7.3,8.7,15.25,0,
경남,산청,딸기,1,052,2021-04-21,4,본주,25.2,7,8.6,7.3,8.7,15.25,5,3
경남,산청,딸기,1,052,2021-04-28,1,본주,32.6,21,11.1,7.5,17.6,20.54,0,
경남,산청,딸기,1,052,2021-04-28,1,본주,32.6,21,11.1,7.5,17.6,20.54,7,3
경남,산청,딸기,1,052,2021-04-28,2,본주,25.0,15,10.5,7.5,14.0,21.48,0,
경남,산청,딸기,1,052,2021-04-28,2,본주,25.0,15,10.5,7.5,14.0,21.48,5,3
경남,산청,딸기,1,052,2021-04-28,2,본주,25.0,15,10.5,7.5,14.0,21.48,6,1
경남,산청,딸기,1,052,2021-04-28,2,본주,25.0,15,10.5,7.5,14.0,21.48,7,0
경남,산청,딸기,1,052,2021-04-28,3,본주,23.2,8,9.8,7.6,11.4,16.97,0,
경남,산청,딸기,1,052,2021-04-28,3,본주,23.2,8,9.8,7.6,11.4,16.97,4,1
경남,산청,딸기,1,052,2021-04-28,3,본주,23.2,8,9.8,7.6,11.4,16.97,5,1
경남,산청,딸기,1,052,2021-04-28,4,본주,25.6,9,8.5,6.8,10.1,15.27,0,
경남,산청,딸기,1,052,2021-04-28,4,본주,25.6,9,8.5,6.8,10.1,15.27,5,3
경남,산청,딸기,1,052,2021-05-07,1,본주,32.7,29,10.5,6.5,17.8,20.65,0,
경남,산청,딸기,1,052,2021-05-07,1,본주,32.7,29,10.5,6.5,17.8,20.65,7,2
경남,산청,딸기,1,052,2021-05-07,1,본주,32.7,29,10.5,6.5,17.8,20.65,8,
경남,산청,딸기,1,052,2021-05-07,2,본주,26.8,18,10.6,7.7,14.8,21.50,0,
경남,산청,딸기,1,052,2021-05-07,2,본주,26.8,18,10.6,7.7,14.8,21.50,5,3
경남,산청,딸기,1,052,2021-05-07,2,본주,26.8,18,10.6,7.7,14.8,21.50,6,3
경남,산청,딸기,1,052,2021-05-07,2,본주,26.8,18,10.6,7.7,14.8,21.50,7,3
경남,산청,딸기,1,052,2021-05-07,3,본주,23.5,9,9.5,8.1,13.0,17.04,0,
경남,산청,딸기,1,052,2021-05-07,3,본주,23.5,9,9.5,8.1,13.0,17.04,4,0
경남,산청,딸기,1,052,2021-05-07,3,본주,23.5,9,9.5,8.1,13.0,17.04,5,3
경남,산청,딸기,1,052,2021-05-07,4,본주,26.0,13,9.0,5.9,12.0,15.25,0,
경남,산청,딸기,1,052,2021-05-07,4,본주,26.0,13,9.0,5.9,12.0,15.25,5,2
경남,산청,딸기,1,052,2021-05-07,4,본주,26.0,13,9.0,5.9,12.0,15.25,6,
경남,산청,딸기,1,052,2021-05-07,4,본주,26.0,13,9.0,5.9,12.0,15.25,7,
경남,산청,딸기,1,052,2021-05-12,1,본주,33.0,28,11.0,7.5,17.0,20.72,0,
경남,산청,딸기,1,052,2021-05-12,1,본주,33.0,28,11.0,7.5,17.0,20.72,7,0
경남,산청,딸기,1,052,2021-05-12,1,본주,33.0,28,11.0,7.5,17.0,20.72,8,0
경남,산청,딸기,1,052,2021-05-12,2,본주,27.0,20,11.7,7.4,14.4,21.68,0,
경남,산청,딸기,1,052,2021-05-12,2,본주,27.0,20,11.7,7.4,14.4,21.68,5,4
경남,산청,딸기,1,052,2021-05-12,2,본주,27.0,20,11.7,7.4,14.4,21.68,6,3
경남,산청,딸기,1,052,2021-05-12,2,본주,27.0,20,11.7,7.4,14.4,21.68,7,5
경남,산청,딸기,1,052,2021-05-12,2,본주,27.0,20,11.7,7.4,14.4,21.68,8,
경남,산청,딸기,1,052,2021-05-12,3,본주,24.0,10,9.3,6.3,14.3,17.13,0,
경남,산청,딸기,1,052,2021-05-12,3,본주,24.0,10,9.3,6.3,14.3,17.13,5,3
경남,산청,딸기,1,052,2021-05-12,4,본주,26.3,15,9.1,6.0,12.0,12.28,0,
경남,산청,딸기,1,052,2021-05-12,4,본주,26.3,15,9.1,6.0,12.0,12.28,5,0
경남,산청,딸기,1,052,2021-05-12,4,본주,26.3,15,9.1,6.0,12.0,12.28,6,0
경남,산청,딸기,1,052,2021-05-12,4,본주,26.3,15,9.1,6.0,12.0,12.28,7,
경남,산청,딸기,1,052,2021-05-20,1,본주,34.7,32,10.5,6.8,21.7,20.92,0,
경남,산청,딸기,1,052,2021-05-20,1,본주,34.7,32,10.5,6.8,21.7,20.92,8,5
경남,산청,딸기,1,052,2021-05-20,1,본주,34.7,32,10.5,6.8,21.7,20.92,9,
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,0,
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,10,
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,5,2
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,6,2
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,7,10
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,8,0
경남,산청,딸기,1,052,2021-05-20,2,본주,29.1,23,11.7,7.4,14.5,21.85,9,
경남,산청,딸기,1,052,2021-05-20,3,본주,26.3,10,8.9,6.8,15.5,17.21,0,
경남,산청,딸기,1,052,2021-05-20,3,본주,26.3,10,8.9,6.8,15.5,17.21,5,3
경남,산청,딸기,1,052,2021-05-20,4,본주,25.3,17,9.5,7.5,13.3,12.36,0,
경남,산청,딸기,1,052,2021-05-20,4,본주,25.3,17,9.5,7.5,13.3,12.36,6,4
경남,산청,딸기,1,052,2021-05-26,1,본주,35.0,36,7.8,4.7,18.4,21.00,0,
경남,산청,딸기,1,052,2021-05-26,1,본주,35.0,36,7.8,4.7,18.4,21.00,8,9
경남,산청,딸기,1,052,2021-05-26,1,본주,35.0,36,7.8,4.7,18.4,21.00,9,1
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,0,
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,10,0
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,5,1
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,6,0
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,7,9
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,8,3
경남,산청,딸기,1,052,2021-05-26,2,본주,30.1,24,10.5,7.5,17.4,22.03,9,0
경남,산청,딸기,1,052,2021-05-26,3,본주,28.2,11,8.7,6.7,15.0,17.43,0,
경남,산청,딸기,1,052,2021-05-26,3,본주,28.2,11,8.7,6.7,15.0,17.43,5,0
경남,산청,딸기,1,052,2021-05-26,4,본주,24.3,19,9.1,6.3,14.2,12.68,0,
경남,산청,딸기,1,052,2021-05-26,4,본주,24.3,19,9.1,6.3,14.2,12.68,6,6
경남,산청,딸기,1,053,2020-10-07,1,본주,18.7,4,8.0,5.8,9.0,10.60,0,
경남,산청,딸기,1,053,2020-10-07,2,본주,18.0,3,9.0,6.4,8.8,10.34,0,
경남,산청,딸기,1,053,2020-10-07,3,본주,15.5,4,8.4,6.5,6.5,10.11,0,
경남,산청,딸기,1,053,2020-10-07,4,본주,14.8,4,6.8,4.7,7.0,10.21,0,
경남,산청,딸기,1,053,2020-10-14,1,본주,20.3,6,10.0,8.5,10.3,13.81,1,
경남,산청,딸기,1,053,2020-10-14,2,본주,20.0,4,9.3,6.5,8.8,13.41,0,
경남,산청,딸기,1,053,2020-10-14,3,본주,19.0,5,9.6,8.1,8.5,12.50,0,
경남,산청,딸기,1,053,2020-10-14,4,본주,18.6,5,8.6,7.1,6.8,12.63,0,
경남,산청,딸기,1,053,2020-10-21,1,본주,24.5,5,12.1,9.3,12.5,13.31,1,
경남,산청,딸기,1,053,2020-10-21,2,본주,26.8,5,12.2,9.4,12.2,15.21,0,
경남,산청,딸기,1,053,2020-10-21,3,본주,22.0,6,10.4,8.5,8.8,15.23,0,
경남,산청,딸기,1,053,2020-10-21,4,본주,21.7,5,8.8,7.4,7.5,14.32,1,
경남,산청,딸기,1,053,2020-10-28,1,본주,24.5,6,12.0,9.8,12.8,14.22,1,0
경남,산청,딸기,1,053,2020-10-28,2,본주,30.0,5,12.8,9.5,14.0,14.50,1,
경남,산청,딸기,1,053,2020-10-28,3,본주,25.6,7,10.4,8.7,11.8,16.36,1,
경남,산청,딸기,1,053,2020-10-28,4,본주,24.3,6,11.1,8.0,10.0,14.17,1,0
경남,산청,딸기,1,053,2020-11-05,1,본주,29.3,6,11.2,8.7,12.3,15.89,1,1
경남,산청,딸기,1,053,2020-11-05,2,본주,32.0,6,13.5,9.2,17.5,15.72,1,0
경남,산청,딸기,1,053,2020-11-05,3,본주,28.2,7,11.4,8.0,13.7,16.84,1,0
경남,산청,딸기,1,053,2020-11-05,4,본주,27.9,6,11.2,8.8,12.5,16.46,1,1
경남,산청,딸기,1,053,2020-11-11,1,본주,31.2,6,11.6,10.4,12.1,18.10,1,4
경남,산청,딸기,1,053,2020-11-11,2,본주,33.4,6,14.0,9.5,17.6,16.72,1,2
경남,산청,딸기,1,053,2020-11-11,3,본주,29.5,7,11.4,8.2,14.5,17.12,1,3
경남,산청,딸기,1,053,2020-11-11,4,본주,29.5,7,11.7,9.4,12.5,16.11,1,4
경남,산청,딸기,1,053,2020-11-18,1,본주,33.2,8,12.6,10.0,19.0,19.30,1,7
경남,산청,딸기,1,053,2020-11-18,2,본주,35.5,7,14.3,9.5,18.7,16.07,1,5
경남,산청,딸기,1,053,2020-11-18,3,본주,31.5,7,11.3,8.7,18.0,17.42,1,7
경남,산청,딸기,1,053,2020-11-18,4,본주,31.2,7,11.4,9.7,17.3,18.08,1,7
경남,산청,딸기,1,053,2020-12-23,1,본주,34.2,10,10.3,8.0,21.0,18.60,1,9
경남,산청,딸기,1,053,2020-12-23,1,본주,34.2,10,10.3,8.0,21.0,18.60,2,0
경남,산청,딸기,1,053,2020-12-23,2,본주,35.5,9,12.0,9.2,21.5,17.97,1,8
경남,산청,딸기,1,053,2020-12-23,2,본주,35.5,9,12.0,9.2,21.5,17.97,2,
경남,산청,딸기,1,053,2020-12-23,3,본주,32.5,9,10.5,8.8,20.1,17.97,1,6
경남,산청,딸기,1,053,2020-12-23,3,본주,32.5,9,10.5,8.8,20.1,17.97,2,
경남,산청,딸기,1,053,2020-12-23,4,본주,31.0,9,9.5,8.0,17.2,19.66,1,2
경남,산청,딸기,1,053,2020-12-23,4,본주,31.0,9,9.5,8.0,17.2,19.66,2,1
경남,산청,딸기,1,053,2020-12-30,1,본주,34.2,8,10.2,8.0,20.6,18.22,1,3
경남,산청,딸기,1,053,2020-12-30,1,본주,34.2,8,10.2,8.0,20.6,18.22,2,1
경남,산청,딸기,1,053,2020-12-30,2,본주,35.9,8,12.0,9.5,21.5,16.31,1,3
경남,산청,딸기,1,053,2020-12-30,2,본주,35.9,8,12.0,9.5,21.5,16.31,2,0
경남,산청,딸기,1,053,2020-12-30,3,본주,33.0,8,10.7,9.5,20.5,16.97,1,4
경남,산청,딸기,1,053,2020-12-30,3,본주,33.0,8,10.7,9.5,20.5,16.97,2,0
경남,산청,딸기,1,053,2020-12-30,4,본주,31.5,9,9.5,8.2,16.7,20.46,1,1
경남,산청,딸기,1,053,2020-12-30,4,본주,31.5,9,9.5,8.2,16.7,20.46,2,1
경남,산청,딸기,1,053,2021-01-25,1,본주,34.5,10,5.6,4.6,10.0,18.34,1,0
경남,산청,딸기,1,053,2021-01-25,1,본주,34.5,10,5.6,4.6,10.0,18.34,2,6
경남,산청,딸기,1,053,2021-01-25,2,본주,33.5,8,7.7,6.5,15.5,19.36,1,0
경남,산청,딸기,1,053,2021-01-25,2,본주,33.5,8,7.7,6.5,15.5,19.36,2,5
경남,산청,딸기,1,053,2021-01-25,3,본주,34.0,9,7.7,5.8,13.2,18.59,1,0
경남,산청,딸기,1,053,2021-01-25,3,본주,34.0,9,7.7,5.8,13.2,18.59,2,2
경남,산청,딸기,1,053,2021-01-25,4,본주,31.2,9,6.1,4.5,10.3,21.90,1,0
경남,산청,딸기,1,053,2021-01-25,4,본주,31.2,9,6.1,4.5,10.3,21.90,2,4
경남,산청,딸기,1,053,2021-01-25,4,본주,31.2,9,6.1,4.5,10.3,21.90,3,
경남,산청,딸기,1,053,2021-02-02,1,본주,33.5,12,5.5,4.5,10.0,23.39,2,10
경남,산청,딸기,1,053,2021-02-02,1,본주,33.5,12,5.5,4.5,10.0,23.39,3,
경남,산청,딸기,1,053,2021-02-02,1,본주,33.5,12,5.5,4.5,10.0,23.39,4,
경남,산청,딸기,1,053,2021-02-02,2,본주,37.3,9,7.8,6.4,16.3,21.08,2,7
경남,산청,딸기,1,053,2021-02-02,2,본주,37.3,9,7.8,6.4,16.3,21.08,3,
경남,산청,딸기,1,053,2021-02-02,3,본주,34.3,8,4.7,4.5,9.3,20.69,2,7
경남,산청,딸기,1,053,2021-02-02,3,본주,34.3,8,4.7,4.5,9.3,20.69,3,
경남,산청,딸기,1,053,2021-02-02,4,본주,32.5,9,6.2,5.0,10.3,24.72,2,3
경남,산청,딸기,1,053,2021-02-02,4,본주,32.5,9,6.2,5.0,10.3,24.72,3,0
경남,산청,딸기,1,053,2021-02-09,1,본주,35.2,13,5.7,4.2,11.0,21.91,2,5
경남,산청,딸기,1,053,2021-02-09,1,본주,35.2,13,5.7,4.2,11.0,21.91,3,0
경남,산청,딸기,1,053,2021-02-09,1,본주,35.2,13,5.7,4.2,11.0,21.91,4,0
경남,산청,딸기,1,053,2021-02-09,2,본주,37.0,10,6.5,5.5,11.4,21.66,2,7
경남,산청,딸기,1,053,2021-02-09,2,본주,37.0,10,6.5,5.5,11.4,21.66,3,0
경남,산청,딸기,1,053,2021-02-09,3,본주,35.6,11,5.2,4.5,10.5,20.41,2,7
경남,산청,딸기,1,053,2021-02-09,3,본주,35.6,11,5.2,4.5,10.5,20.41,3,0
경남,산청,딸기,1,053,2021-02-09,4,본주,32.3,10,6.2,5.0,11.1,20.23,2,0
경남,산청,딸기,1,053,2021-02-09,4,본주,32.3,10,6.2,5.0,11.1,20.23,3,3
경남,산청,딸기,1,053,2021-02-09,4,본주,32.3,10,6.2,5.0,11.1,20.23,4,
경남,산청,딸기,1,053,2021-02-16,1,본주,35.5,11,6.8,6.7,10.4,17.62,2,4
경남,산청,딸기,1,053,2021-02-16,1,본주,35.5,11,6.8,6.7,10.4,17.62,3,1
경남,산청,딸기,1,053,2021-02-16,1,본주,35.5,11,6.8,6.7,10.4,17.62,4,2
경남,산청,딸기,1,053,2021-02-16,1,본주,35.5,11,6.8,6.7,10.4,17.62,5,
경남,산청,딸기,1,053,2021-02-16,2,본주,35.3,9,6.5,5.7,11.3,22.37,2,4
경남,산청,딸기,1,053,2021-02-16,2,본주,35.3,9,6.5,5.7,11.3,22.37,3,3
경남,산청,딸기,1,053,2021-02-16,2,본주,35.3,9,6.5,5.7,11.3,22.37,4,
경남,산청,딸기,1,053,2021-02-16,3,본주,34.5,9,6.7,5.9,8.2,19.05,2,4
경남,산청,딸기,1,053,2021-02-16,3,본주,34.5,9,6.7,5.9,8.2,19.05,3,2
경남,산청,딸기,1,053,2021-02-16,4,본주,32.5,10,6.3,5.0,11.5,19.46,3,5
경남,산청,딸기,1,053,2021-02-16,4,본주,32.5,10,6.3,5.0,11.5,19.46,4,0
경남,산청,딸기,1,053,2021-02-26,1,본주,35.6,13,7.4,6.5,13.4,20.49,2,1
경남,산청,딸기,1,053,2021-02-26,1,본주,35.6,13,7.4,6.5,13.4,20.49,3,3
경남,산청,딸기,1,053,2021-02-26,1,본주,35.6,13,7.4,6.5,13.4,20.49,4,3
경남,산청,딸기,1,053,2021-02-26,1,본주,35.6,13,7.4,6.5,13.4,20.49,5,0
경남,산청,딸기,1,053,2021-02-26,2,본주,37.7,10,6.7,6.0,11.3,22.81,2,2
경남,산청,딸기,1,053,2021-02-26,2,본주,37.7,10,6.7,6.0,11.3,22.81,3,3
경남,산청,딸기,1,053,2021-02-26,2,본주,37.7,10,6.7,6.0,11.3,22.81,4,0
경남,산청,딸기,1,053,2021-02-26,3,본주,35.6,12,6.5,6.1,10.0,21.16,2,2
경남,산청,딸기,1,053,2021-02-26,3,본주,35.6,12,6.5,6.1,10.0,21.16,3,3
경남,산청,딸기,1,053,2021-02-26,3,본주,35.6,12,6.5,6.1,10.0,21.16,4,
경남,산청,딸기,1,053,2021-02-26,4,본주,32.6,11,7.5,4.7,11.9,20.53,3,5
경남,산청,딸기,1,053,2021-02-26,4,본주,32.6,11,7.5,4.7,11.9,20.53,4,1
경남,산청,딸기,1,053,2021-02-26,4,본주,32.6,11,7.5,4.7,11.9,20.53,5,
경남,산청,딸기,1,053,2021-03-05,1,본주,35.7,14,7.8,7.4,13.5,18.46,2,0
경남,산청,딸기,1,053,2021-03-05,1,본주,35.7,14,7.8,7.4,13.5,18.46,3,3
경남,산청,딸기,1,053,2021-03-05,1,본주,35.7,14,7.8,7.4,13.5,18.46,4,3
경남,산청,딸기,1,053,2021-03-05,1,본주,35.7,14,7.8,7.4,13.5,18.46,5,2
경남,산청,딸기,1,053,2021-03-05,2,본주,37.8,12,7.0,6.0,13.0,23.03,2,0
경남,산청,딸기,1,053,2021-03-05,2,본주,37.8,12,7.0,6.0,13.0,23.03,3,3
경남,산청,딸기,1,053,2021-03-05,2,본주,37.8,12,7.0,6.0,13.0,23.03,4,3
경남,산청,딸기,1,053,2021-03-05,3,본주,35.8,14,7.3,7.2,12.2,21.99,2,0
경남,산청,딸기,1,053,2021-03-05,3,본주,35.8,14,7.3,7.2,12.2,21.99,3,3
경남,산청,딸기,1,053,2021-03-05,3,본주,35.8,14,7.3,7.2,12.2,21.99,4,0
경남,산청,딸기,1,053,2021-03-05,4,본주,33.5,12,5.8,4.9,9.8,22.20,3,3
경남,산청,딸기,1,053,2021-03-05,4,본주,33.5,12,5.8,4.9,9.8,22.20,4,2
경남,산청,딸기,1,053,2021-03-05,4,본주,33.5,12,5.8,4.9,9.8,22.20,5,0
경남,산청,딸기,1,053,2021-03-10,1,본주,35.8,15,8.2,7.0,15.7,19.16,3,3
경남,산청,딸기,1,053,2021-03-10,1,본주,35.8,15,8.2,7.0,15.7,19.16,4,3
경남,산청,딸기,1,053,2021-03-10,1,본주,35.8,15,8.2,7.0,15.7,19.16,5,4
경남,산청,딸기,1,053,2021-03-10,2,본주,37.9,12,7.2,6.1,13.3,23.40,3,2
경남,산청,딸기,1,053,2021-03-10,2,본주,37.9,12,7.2,6.1,13.3,23.40,4,3
경남,산청,딸기,1,053,2021-03-10,2,본주,37.9,12,7.2,6.1,13.3,23.40,5,
경남,산청,딸기,1,053,2021-03-10,3,본주,35.9,13,7.5,7.5,12.3,22.38,3,3
경남,산청,딸기,1,053,2021-03-10,3,본주,35.9,13,7.5,7.5,12.3,22.38,4,2
경남,산청,딸기,1,053,2021-03-10,4,본주,33.3,13,5.7,4.6,9.6,23.25,3,1
경남,산청,딸기,1,053,2021-03-10,4,본주,33.3,13,5.7,4.6,9.6,23.25,4,2
경남,산청,딸기,1,053,2021-03-10,4,본주,33.3,13,5.7,4.6,9.6,23.25,5,1
경남,산청,딸기,1,053,2021-03-17,1,본주,36.0,16,7.8,7.0,15.6,19.95,3,2
경남,산청,딸기,1,053,2021-03-17,1,본주,36.0,16,7.8,7.0,15.6,19.95,4,2
경남,산청,딸기,1,053,2021-03-17,1,본주,36.0,16,7.8,7.0,15.6,19.95,5,3
경남,산청,딸기,1,053,2021-03-17,1,본주,36.0,16,7.8,7.0,15.6,19.95,6,
경남,산청,딸기,1,053,2021-03-17,2,본주,38.0,15,6.0,5.0,10.3,25.86,3,0
경남,산청,딸기,1,053,2021-03-17,2,본주,38.0,15,6.0,5.0,10.3,25.86,4,3
경남,산청,딸기,1,053,2021-03-17,2,본주,38.0,15,6.0,5.0,10.3,25.86,5,0
경남,산청,딸기,1,053,2021-03-17,3,본주,36.0,15,7.5,7.5,12.2,22.42,3,2
경남,산청,딸기,1,053,2021-03-17,3,본주,36.0,15,7.5,7.5,12.2,22.42,4,4
경남,산청,딸기,1,053,2021-03-17,4,본주,35.1,14,5.9,5.0,11.3,24.66,3,0
경남,산청,딸기,1,053,2021-03-17,4,본주,35.1,14,5.9,5.0,11.3,24.66,4,2
경남,산청,딸기,1,053,2021-03-17,4,본주,35.1,14,5.9,5.0,11.3,24.66,5,3
경남,산청,딸기,1,053,2021-03-31,1,본주,36.2,18,7.6,7.5,15.7,20.44,3,0
경남,산청,딸기,1,053,2021-03-31,1,본주,36.2,18,7.6,7.5,15.7,20.44,4,0
경남,산청,딸기,1,053,2021-03-31,1,본주,36.2,18,7.6,7.5,15.7,20.44,5,4
경남,산청,딸기,1,053,2021-03-31,1,본주,36.2,18,7.6,7.5,15.7,20.44,6,3
경남,산청,딸기,1,053,2021-03-31,1,본주,36.2,18,7.6,7.5,15.7,20.44,7,0
경남,산청,딸기,1,053,2021-03-31,2,본주,38.1,17,7.3,6.0,14.1,25.92,4,2
경남,산청,딸기,1,053,2021-03-31,2,본주,38.1,17,7.3,6.0,14.1,25.92,5,1
경남,산청,딸기,1,053,2021-03-31,2,본주,38.1,17,7.3,6.0,14.1,25.92,6,
경남,산청,딸기,1,053,2021-03-31,3,본주,36.3,16,9.2,8.6,17.8,22.50,3,0
경남,산청,딸기,1,053,2021-03-31,3,본주,36.3,16,9.2,8.6,17.8,22.50,4,6
경남,산청,딸기,1,053,2021-03-31,3,본주,36.3,16,9.2,8.6,17.8,22.50,5,0
